ad_id,region,percentage
1099963770442755,Limburg,0.097725
1099963770442755,North Brabant,0.152208
1099963770442755,Noord-Holland,0.094649
1099963770442755,Utrecht,0.043647
1099963770442755,Zeeland,0.027652
1099963770442755,Zuid-Holland,0.143514
1099963770442755,Overijssel,0.099398
1099963770442755,Flevoland,0.023409
4341319552550673,Drenthe,0.038573
4341319552550673,Friesland,0.046692
4341319552550673,Gelderland,0.121177
4341319552550673,Groningen,0.037834
4341319552550673,Limburg,0.076555
4341319552550673,North Brabant,0.152683
4341319552550673,Noord-Holland,0.133665
4341319552550673,Utrecht,0.053861
4341319552550673,Zeeland,0.024687
4341319552550673,Zuid-Holland,0.213181
4341319552550673,Overijssel,0.077637
4341319552550673,Flevoland,0.023454
4097655950263614,Drenthe,0.03027
4097655950263614,Friesland,0.045772
4097655950263614,Gelderland,0.096936
4097655950263614,Groningen,0.040012
4097655950263614,Limburg,0.070282
4097655950263614,North Brabant,0.11636
4097655950263614,Noord-Holland,0.180392
4097655950263614,Utrecht,0.067402
4097655950263614,Zeeland,0.026532
4097655950263614,Zuid-Holland,0.240074
4097655950263614,Overijssel,0.057108
4097655950263614,Flevoland,0.02886
273452470387844,Drenthe,0.038274
273452470387844,Friesland,0.045195
273452470387844,Gelderland,0.106678
273452470387844,Groningen,0.053339
273452470387844,Limburg,0.115228
273452470387844,North Brabant,0.13355
273452470387844,Noord-Holland,0.1307
273452470387844,Utrecht,0.042345
273452470387844,Zeeland,0.03298
273452470387844,Zuid-Holland,0.209691
273452470387844,Overijssel,0.074919
273452470387844,Flevoland,0.017101
726837088090930,Drenthe,0.015045
726837088090930,Friesland,0.025075
726837088090930,Gelderland,0.095286
726837088090930,Groningen,0.021063
726837088090930,Limburg,0.052156
726837088090930,North Brabant,0.14343
726837088090930,Noord-Holland,0.184554
726837088090930,Utrecht,0.081244
726837088090930,Zeeland,0.02006
726837088090930,Zuid-Holland,0.287864
726837088090930,Overijssel,0.059178
726837088090930,Flevoland,0.015045
1418661525011453,Drenthe,0.028264
1418661525011453,Friesland,0.028264
1418661525011453,Gelderland,0.125168
1418661525011453,Groningen,0.02288
1418661525011453,Limburg,0.055182
1418661525011453,North Brabant,0.13459
1418661525011453,Noord-Holland,0.177658
1418661525011453,Utrecht,0.088829
1418661525011453,Zeeland,0.02288
1418661525011453,Zuid-Holland,0.248991
1418661525011453,Overijssel,0.051144
1418661525011453,Flevoland,0.016151
597023454237360,Drenthe,0.050788
597023454237360,Friesland,0.074431
597023454237360,Gelderland,0.148862
597023454237360,Groningen,0.052539
597023454237360,Limburg,0.092382
597023454237360,North Brabant,0.120841
597023454237360,Noord-Holland,0.088879
597023454237360,Utrecht,0.03634
597023454237360,Zeeland,0.060858
597023454237360,Zuid-Holland,0.169002
597023454237360,Overijssel,0.085814
597023454237360,Flevoland,0.019264
403680627008544,North Brabant,1
403680627008544,Friesland,0
403680627008544,Utrecht,0
403680627008544,Gelderland,0
403680627008544,Overijssel,0
403680627008544,Flevoland,0
403680627008544,Limburg,0
403680627008544,Zeeland,0
403680627008544,Noord-Holland,0
403680627008544,Zuid-Holland,0
403680627008544,Groningen,0
351392375768110,Drenthe,3.1E-5
351392375768110,Brokopondo District,0.00226
351392375768110,Commewijne District,0.005232
351392375768110,Coronie District,0.002631
351392375768110,Marowijne District,0.003436
351392375768110,Nickerie District,0.059683
351392375768110,Para District,0.003158
351392375768110,Paramaribo District,0.908649
351392375768110,Saramacca District,0.004798
351392375768110,Sipaliwini District,0.00325
351392375768110,Wanica District,0.006872
351392375768110,Friesland,0
351392375768110,Utrecht,0
351392375768110,Gelderland,0
351392375768110,Overijssel,0
351392375768110,North Brabant,0
351392375768110,Flevoland,0
351392375768110,Limburg,0
351392375768110,Zeeland,0
351392375768110,Noord-Holland,0
351392375768110,Zuid-Holland,0
351392375768110,Groningen,0
2391310004523911,Noord-Holland,1
2391310004523911,Friesland,0
2391310004523911,Utrecht,0
2391310004523911,Gelderland,0
2391310004523911,North Brabant,0
2391310004523911,Overijssel,0
2391310004523911,Flevoland,0
2391310004523911,Limburg,0
2391310004523911,Zeeland,0
2391310004523911,Zuid-Holland,0
2391310004523911,Groningen,0
347581449510424,Drenthe,0.04719
347581449510424,Friesland,0.049311
347581449510424,Gelderland,0.136797
347581449510424,Groningen,0.053552
347581449510424,Limburg,0.068929
347581449510424,North Brabant,0.145811
347581449510424,Noord-Holland,0.125133
347581449510424,Utrecht,0.042948
347581449510424,Zeeland,0.030753
347581449510424,Zuid-Holland,0.191941
347581449510424,Overijssel,0.090138
347581449510424,Flevoland,0.017497
349208005755440,Drenthe,0.068519
349208005755440,Friesland,0.068519
349208005755440,Gelderland,0.146296
349208005755440,Groningen,0.051852
349208005755440,Limburg,0.068519
349208005755440,North Brabant,0.116667
349208005755440,Noord-Holland,0.131481
349208005755440,Utrecht,0.038889
349208005755440,Zeeland,0.022222
349208005755440,Zuid-Holland,0.181481
349208005755440,Overijssel,0.083333
349208005755440,Flevoland,0.022222
384890075487519,Drenthe,0.017857
384890075487519,Friesland,0.030612
384890075487519,Gelderland,0.127551
384890075487519,Groningen,0.038265
384890075487519,Limburg,0.040816
384890075487519,North Brabant,0.127551
384890075487519,Noord-Holland,0.206633
384890075487519,Utrecht,0.056122
384890075487519,Zeeland,0.017857
384890075487519,Zuid-Holland,0.265306
384890075487519,Overijssel,0.05102
384890075487519,Flevoland,0.020408
454946948395682,Drenthe,0.031802
454946948395682,Friesland,0.038869
454946948395682,Gelderland,0.109541
454946948395682,Groningen,0.031802
454946948395682,Limburg,0.060071
454946948395682,North Brabant,0.130742
454946948395682,Noord-Holland,0.208481
454946948395682,Utrecht,0.053004
454946948395682,Zeeland,0.010601
454946948395682,Zuid-Holland,0.236749
454946948395682,Overijssel,0.067138
454946948395682,Flevoland,0.021201
476598566491133,Drenthe,0.035461
476598566491133,Friesland,0.049645
476598566491133,Gelderland,0.132979
476598566491133,Groningen,0.051418
476598566491133,Limburg,0.058511
476598566491133,North Brabant,0.102837
476598566491133,Noord-Holland,0.212766
476598566491133,Utrecht,0.065603
476598566491133,Zeeland,0.024823
476598566491133,Zuid-Holland,0.189716
476598566491133,Overijssel,0.067376
476598566491133,Flevoland,0.008865
676990229483478,Drenthe,0.046632
676990229483478,Friesland,0.07772
676990229483478,Gelderland,0.119171
676990229483478,Groningen,0.067358
676990229483478,Limburg,0.082902
676990229483478,North Brabant,0.108808
676990229483478,Noord-Holland,0.134715
676990229483478,Utrecht,0.036269
676990229483478,Zeeland,0.041451
676990229483478,Zuid-Holland,0.160622
676990229483478,Overijssel,0.098446
676990229483478,Flevoland,0.025907
702800733516392,Drenthe,0.056241
702800733516392,Friesland,0.041838
702800733516392,Gelderland,0.141975
702800733516392,Groningen,0.061728
702800733516392,Limburg,0.095336
702800733516392,North Brabant,0.135117
702800733516392,Noord-Holland,0.106996
702800733516392,Utrecht,0.034294
702800733516392,Zeeland,0.029492
702800733516392,Zuid-Holland,0.183128
702800733516392,Overijssel,0.100823
702800733516392,Flevoland,0.013032
1252262214952218,Drenthe,0.053834
1252262214952218,Friesland,0.055358
1252262214952218,Gelderland,0.128999
1252262214952218,Groningen,0.067547
1252262214952218,Limburg,0.072118
1252262214952218,North Brabant,0.118334
1252262214952218,Noord-Holland,0.113255
1252262214952218,Utrecht,0.044693
1252262214952218,Zeeland,0.027933
1252262214952218,Zuid-Holland,0.213306
1252262214952218,Overijssel,0.083799
1252262214952218,Flevoland,0.020823
2300965023358112,Commewijne District,0.010491
2300965023358112,Coronie District,0.003378
2300965023358112,Marowijne District,0.004445
2300965023358112,Nickerie District,0.075747
2300965023358112,Para District,0.013691
2300965023358112,Paramaribo District,0.853841
2300965023358112,Saramacca District,0.012713
2300965023358112,Wanica District,0.021426
2300965023358112,Zuid-Holland,8.9E-5
2300965023358112,Brokopondo District,0.0016
2300965023358112,Sipaliwini District,0.002489
2300965023358112,Flemish Region,8.9E-5
2300965023358112,Friesland,0
2300965023358112,Utrecht,0
2300965023358112,Gelderland,0
2300965023358112,Overijssel,0
2300965023358112,North Brabant,0
2300965023358112,Flevoland,0
2300965023358112,Limburg,0
2300965023358112,Zeeland,0
2300965023358112,Noord-Holland,0
